,dataset,framework,sil,ari,dbs,running_time_min,monitoring_memory
0,dim10-clusters2-instances1500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius5-imbalance1-rep11,Autocluster,0.4973258764095443,0.8638061549076594,0.8895113773364139,1.655,4.949999999999999
1,dim10-clusters2-instances2000-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius1-imbalance1-rep11,Autocluster,0.4312110018866473,1.0,0.980603036867374,3.525,4.97
2,dim10-clusters2-instances3500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius1-imbalance2-rep1,Autocluster,0.5295360202938105,1.0,0.7417783637091969,12.010000000000002,5.244999999999999
3,dim10-clusters2-instances400-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius1-imbalance1-rep4,Autocluster,0.4106683946667614,0.9432917997551564,1.3685261638271324,4.47,4.06
4,dim10-clusters2-instances4500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius3-imbalance1-rep3,Autocluster,0.4722850596922502,0.8918502564785047,8.505897556144328,6.805,2.335
5,dim10-clusters2-instances4500-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius1-imbalance1-rep11,Autocluster,0.3224091607907872,0.4999998026007354,1.2228715895653428,30.355,4.12
6,dim10-clusters3-instances350-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius3-imbalance2-rep4,Autocluster,0.4467293023187351,0.9917191142730404,0.809127703284919,0.39,4.03
7,dim10-clusters3-instances3500-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius5-imbalance2-rep11,Autocluster,0.3362330648745115,0.2843545920202549,3.535602696863031,3.99,4.485
8,dim10-clusters4-instances400-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius1-imbalance2-rep11,Autocluster,0.4133169457894071,1.0,0.9831821965840511,3.495,4.085
9,dim10-clusters4-instances450-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius3-imbalance1-rep2,Autocluster,0.2956065308826056,0.3126482965928112,3.3160914663234813,3.875,4.25
10,dim11-clusters10-instances200-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius3-imbalance1-rep11,Autocluster,0.3425817202641867,0.8375011036442528,1.245779679977722,2.585,3.545
11,dim11-clusters10-instances2500-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius1-imbalance2-rep11,Autocluster,0.3634399068720035,0.8918490428005561,1.2017025068601006,22.305,4.095000000000001
12,dim11-clusters10-instances3500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin5-radius3-imbalance2-rep11,Autocluster,0.4682323303246869,0.747746132353962,0.8242283536752121,25.35,4.055
13,dim11-clusters11-instances2000-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius3-imbalance1-rep4,Autocluster,0.4643694453110163,0.9855207103099228,0.9864364224107706,16.545,4.09
14,dim11-clusters11-instances2500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius3-imbalance2-rep2,Autocluster,0.3712102529895135,0.719914744757183,1.8945313744274437,14.18,4.13
15,dim11-clusters12-instances200-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius1-imbalance1-rep11,Autocluster,0.4115101622280155,0.8456112491084387,0.9829102056122728,1.07,4.57
16,dim11-clusters12-instances2500-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius3-imbalance1-rep11,Autocluster,0.4008404113729794,0.7767243737996893,0.9327199180534852,13.555,4.14
17,dim11-clusters12-instances300-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius1-imbalance1-rep11,Autocluster,0.4726932219913494,0.9981823487215652,0.781666215918554,2.08,5.815
18,dim11-clusters12-instances400-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius3-imbalance2-rep1,Autocluster,0.4016116890981035,0.0588647717477943,0.8155482964524592,2.21,4.109999999999999
19,dim11-clusters13-instances2500-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius3-imbalance1-rep11,Autocluster,0.4380927952375308,0.9982656341642646,0.9327368604805796,20.225,4.125
20,dim11-clusters13-instances3500-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius1-imbalance1-rep11,Autocluster,0.3041568819606556,0.8356478352888054,1.2097847007368148,6.6,2.845
21,dim18-clusters4-instances2000-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius5-imbalance1-rep11,Autocluster,0.3910511715673412,0.9946941701147306,1.909115888742225,7.18,4.99
22,dim18-clusters4-instances2250-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin5-radius1-imbalance1-rep11,Autocluster,0.2351819988991532,0.4982300899871747,9.567762313799996,8.715,5.01
23,dim18-clusters4-instances2500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius5-imbalance1-rep11,Autocluster,0.3489413024600462,0.156584822942135,1.775235764868368,41.025,5.925000000000001
24,dim18-clusters4-instances4000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius3-imbalance2-rep2,Autocluster,0.3267109524627593,0.9862251324439744,2.078162447831612,33.125,4.085
25,dim18-clusters4-instances4500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius3-imbalance2-rep2,Autocluster,0.3139888253537165,0.6998151721545828,3.5988175396816064,33.555,4.175000000000001
26,dim18-clusters4-instances500-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius5-imbalance1-rep11,Autocluster,0.3372759462089856,0.6690573993264102,1.9210397349867832,10.52,2.7
27,dim18-clusters5-instances1500-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius5-imbalance2-rep11,Autocluster,0.2352204899718878,0.1275095381009683,2.984819000532925,5.73,5.225
28,dim18-clusters5-instances200-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius5-imbalance1-rep4,Autocluster,0.2905553567985665,0.6436141530233398,1.4542583360821877,0.61,4.105
29,dim18-clusters5-instances2500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius1-imbalance1-rep4,Autocluster,0.3492826849667185,0.860161204386435,1.5949140037440226,23.085,4.16
30,dim18-clusters5-instances550-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius5-imbalance1-rep11,Autocluster,0.3625743267143438,0.9909051494118823,1.1235230676375183,2.6500000000000004,5.965
31,dim2-clusters14-instances1500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius3-imbalance2-rep11,Autocluster,0.5181594649499753,0.7306305532726973,0.7079966038745806,2.755,5.305
32,dim2-clusters14-instances2500-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius3-imbalance1-rep11,Autocluster,0.388922541113243,0.4657335268790759,0.917874539446061,11.89,2.64
33,dim2-clusters14-instances3500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius1-imbalance2-rep1,Autocluster,0.5895596055750492,0.7707715981778511,0.546796099261349,1.415,4.52
34,dim2-clusters14-instances4000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius5-imbalance2-rep11,Autocluster,0.4888713998798658,0.6200892167057251,1.0995582930111951,4.44,5.225
35,dim2-clusters15-instances200-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius5-imbalance1-rep1,Autocluster,0.6204536091950712,0.7604787370289445,0.5214471340696498,0.155,5.15
36,dim2-clusters15-instances3500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius5-imbalance2-rep11,Autocluster,0.4943490021124692,0.6587258768342389,0.6475719027288893,3.205,4.84
37,dim2-clusters16-instances1750-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius3-imbalance2-rep1,Autocluster,0.5027260308709567,0.5702291224560485,0.6344392338576967,10.145,2.71
38,dim2-clusters16-instances600-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius3-imbalance2-rep11,Autocluster,0.5111582929940226,0.6575855399146587,0.6217367283481414,1.51,6.74
39,dim2-clusters3-instances2000-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius1-imbalance1-rep11,Autocluster,0.5775892852503908,0.7425904340089375,0.6173509840505118,3.705,5.38
40,dim2-clusters3-instances4000-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius5-imbalance1-rep11,Autocluster,0.5724239524898379,0.8001207997808126,0.6246952001894308,10.685,5.199999999999999
41,dim2-clusters4-instances2750-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius5-imbalance2-rep11,Autocluster,0.6067195916625203,0.9028325898724604,0.5646588255771249,7.24,4.890000000000001
42,dim2-clusters4-instances3500-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius1-imbalance1-rep11,Autocluster,0.6397632618939413,0.904490747082526,0.4985337400624618,4.54,4.02
43,dim2-clusters4-instances550-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius3-imbalance1-rep4,Autocluster,0.7562725037875806,1.0,0.29132579539003,0.95,5.390000000000001
44,dim2-clusters5-instances4500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius5-imbalance2-rep11,Autocluster,0.671315296547408,0.8425766923964859,0.4294757939023844,8.885,4.99
45,dim2-clusters6-instances1750-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius5-imbalance2-rep11,Autocluster,0.6032450993569181,0.790789236585209,0.5374942911536084,2.1,2.915
46,dim2-clusters6-instances3000-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius1-imbalance2-rep11,Autocluster,0.6470955511027547,0.9399778419899664,0.4622526750713691,3.29,4.835
47,dim3-clusters3-instances1750-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin5-radius3-imbalance2-rep11,Autocluster,0.5518021324364554,0.8482845949636117,0.6888230687961912,3.405,5.41
48,dim3-clusters3-instances1750-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius5-imbalance1-rep1,Autocluster,0.4347459446891688,0.5680225508261235,1.0090138700388076,3.665,5.42
49,dim3-clusters3-instances200-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius5-imbalance1-rep4,Autocluster,0.6642641594730778,0.9962974271105804,0.5062275480344179,0.395,5.3500000000000005
50,dim3-clusters3-instances2000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin5-radius3-imbalance1-rep11,Autocluster,0.5643726389921027,0.4925455450195065,1.3308484974131614,14.114999999999998,4.17
51,dim3-clusters3-instances300-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius5-imbalance1-rep11,Autocluster,0.4453381040260732,0.0911576018647854,2.757261733318991,0.7799999999999999,4.105
52,dim3-clusters3-instances3000-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius3-imbalance2-rep11,Autocluster,0.518660567161059,0.7187610594370681,0.7144987877972216,5.615,5.11
53,dim3-clusters4-instances300-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius5-imbalance1-rep2,Autocluster,0.4228979430761464,0.6367178550341998,0.913536733175358,2.4850000000000003,4.045
54,dim3-clusters4-instances350-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius3-imbalance1-rep11,Autocluster,0.4204198560819576,0.3937116012147027,0.6921263579686208,1.28,4.255
55,dim5-clusters2-instances2750-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius3-imbalance1-rep11,Autocluster,0.4522056450271581,0.428194964700784,1.008497064263334,10.8,5.385
56,dim5-clusters2-instances3000-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius3-imbalance2-rep1,Autocluster,0.3997044660399464,0.7916572659893228,9.162123898030432,5.545,5.3100000000000005
57,dim5-clusters2-instances3000-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius3-imbalance2-rep11,Autocluster,0.2897779940680023,0.6765665087371794,1.3646200822532928,5.795,5.24
58,dim5-clusters2-instances4000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius3-imbalance1-rep11,Autocluster,0.536322854859326,0.8680290350732323,9.327741561653818,19.34,4.09
59,dim5-clusters2-instances4500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin5-radius5-imbalance1-rep11,Autocluster,0.5480575762743342,0.8872528262661483,12.211780373548116,6.14,5.08
60,dim5-clusters3-instances1500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius1-imbalance2-rep3,Autocluster,0.6645712992729742,0.9977431063149008,0.4836613257729625,3.51,5.449999999999999
61,dim5-clusters3-instances200-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius3-imbalance1-rep11,Autocluster,0.5208575586501688,0.9074724237545952,0.955770172733441,1.215,3.97
62,dim5-clusters3-instances350-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin5-radius3-imbalance1-rep11,Autocluster,0.4264067196866623,0.6617042480553217,4.419546040116493,1.765,4.15
63,dim5-clusters3-instances4000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius3-imbalance2-rep4,Autocluster,0.6120116325582882,0.994335694573228,0.5037382943862643,8.7,4.96
64,dim50-clusters21-instances500-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius3-imbalance2-rep3,Autocluster,0.2652705563374852,0.0373035189909205,1.717911862647922,3.595,4.125
65,dim51-clusters15-instances2000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius3-imbalance2-rep2,Autocluster,0.2511578708095793,0.0996891921321068,1.6386461284374665,20.345,4.155
66,dim51-clusters18-instances200-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius5-imbalance1-rep3,Autocluster,0.1483134428851817,0.8100317436317763,1.649650312941624,1.92,4.135
67,dim51-clusters20-instances400-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius1-imbalance2-rep4,Autocluster,0.2525316254027795,0.4334650526093465,0.9895233555550396,2.385,4.109999999999999
68,dim52-clusters19-instances450-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius5-imbalance2-rep3,Autocluster,0.1541625985501992,0.6371708866008685,1.6955591234539598,3.2350000000000003,3.97
69,dim52-clusters2-instances200-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius5-imbalance1-rep2,Autocluster,0.3039917861588075,0.5170518833075938,2.882878396506125,0.7,6.71
70,dim52-clusters20-instances2250-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius1-imbalance1-rep4,Autocluster,0.1913098347289812,0.8160269366673274,1.6207765359076602,15.86,4.140000000000001
71,dim52-clusters20-instances450-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius5-imbalance2-rep4,Autocluster,0.1810102439472323,0.0687553456478958,2.185999920105476,0.7,4.16
72,dim52-clusters7-instances300-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius5-imbalance2-rep3,Autocluster,0.1650600296307179,0.1968017625528097,2.044867690089428,1.34,5.300000000000001
73,dim53-clusters11-instances1500-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius5-imbalance1-rep2,Autocluster,0.2010873785311782,0.4197842212429868,2.0960180321289923,18.77,3.6
74,dim53-clusters13-instances4500-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius1-imbalance2-rep2,Autocluster,0.253375526595447,0.5108603701233836,1.68284350581745,30.03,4.245
75,dim53-clusters15-instances2000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius3-imbalance1-rep3,Autocluster,0.2614662701649717,0.4539634803557823,1.636874412219638,22.825,3.66
76,dim53-clusters19-instances4500-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius5-imbalance1-rep2,Autocluster,0.3272346110586095,0.0617241635347691,1.8147726146045573,27.79,3.77
77,dim53-clusters20-instances350-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius3-imbalance2-rep1,Autocluster,0.2512493257715696,0.0760462345797632,1.5744875002745615,2.085,3.71
78,dim53-clusters4-instances3000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius5-imbalance1-rep3,Autocluster,0.2222850386573849,0.5210116991203422,1.685188493717687,11.6,4.945
79,dim54-clusters11-instances1750-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius1-imbalance1-rep3,Autocluster,0.2260343371223874,0.7623468663339894,1.7235277785672825,14.165,3.76
80,dim54-clusters13-instances1750-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius1-imbalance1-rep1,Autocluster,0.2393220953134633,0.5037754550406839,1.8256936622149524,7.42,3.5
81,dim54-clusters18-instances2250-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius5-imbalance1-rep4,Autocluster,0.2737565490787557,0.0307927182024856,1.228007006954594,20.965,3.635
82,dim54-clusters18-instances3000-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius3-imbalance2-rep3,Autocluster,0.224186756314155,0.5155525522969602,1.9033381999340968,19.77,4.285
83,dim54-clusters18-instances3000-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius5-imbalance1-rep4,Autocluster,0.1018515210003493,0.4045582387749349,2.146943761417776,19.845,3.405
84,dim54-clusters2-instances200-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius3-imbalance2-rep2,Autocluster,0.181500951265929,0.3096378047706014,3.527050650910377,2.28,3.73
85,dim54-clusters8-instances200-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius3-imbalance2-rep3,Autocluster,0.1942121115029962,0.6446887962871828,1.655901996316671,1.04,4.315
86,dim70-clusters13-instances4500-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius5-imbalance2-rep1,Autocluster,0.3335821600333897,0.0293863229932831,1.1183982243526305,20.535,3.405
87,dim70-clusters15-instances400-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius3-imbalance1-rep1,Autocluster,0.3430815578787756,0.0539592412601044,1.6588137198312016,0.505,3.92
88,dim70-clusters19-instances3500-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius5-imbalance1-rep2,Autocluster,0.0658288009107541,0.5851319291759632,2.424395995328229,42.83,3.86
89,dim70-clusters21-instances4000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius1-imbalance1-rep4,Autocluster,0.344179450443778,0.0337107427522957,1.041127787498929,27.72,4.1
90,dim71-clusters11-instances2250-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius1-imbalance1-rep1,Autocluster,0.2030697757327165,0.453500443197506,1.8493760098192933,23.305,3.865
91,dim71-clusters19-instances600-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius1-imbalance1-rep1,Autocluster,0.0389353540615737,0.5240823475902899,1.4787142916786151,4.07,3.775
92,dim71-clusters2-instances2000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius5-imbalance1-rep2,Autocluster,0.2960983994708344,1.0,2.03703556507616,15.37,3.91
93,dim71-clusters5-instances2250-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius1-imbalance2-rep1,Autocluster,0.1478541033811602,0.537669777264386,2.2600980275504243,10.885,2.96
94,dim71-clusters6-instances2500-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius3-imbalance2-rep2,Autocluster,0.2691668350106709,0.1696761323535896,4.819464256536649,16.6,3.7
95,dim71-clusters7-instances2500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius1-imbalance1-rep2,Autocluster,0.1868423695262043,0.9238960555746656,1.967011675230488,20.585,3.885
96,dim99-clusters10-instances200-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius3-imbalance2-rep3,Autocluster,0.1694530959093164,0.1274548207255562,3.514138585061043,4.21,4.07
97,dim99-clusters10-instances3500-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius3-imbalance2-rep1,Autocluster,0.1599633253473204,0.3428324422384279,2.1888971881601718,37.540000000000006,3.825
98,dim99-clusters15-instances450-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius1-imbalance2-rep3,Autocluster,0.0795828453745677,0.1025113598153949,1.214853599941179,4.15,4.085
99,dim99-clusters18-instances1750-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius3-imbalance1-rep1,Autocluster,0.1760739313272786,0.0355961433372108,2.623427257995272,20.875,3.82
